74,74,0xE67E0250,0x0000000000000000,0xE67E2250,0x001201000BDF2401
75,75,0xE67E0258,0x0000000000000000,0xE67E2258,0x001101000BDF2401
76,76,0xE67E0260,0x000C08150000FFFF,0xE67E2260,0x0000000000000000
77,77,0xE67E0268,0x001408020000FFFF,0xE67E2268,0x0000000000000000
78,78,0xE67E0270,0x001404010000FFFF,0xE67E2270,0x0000000000000000
79,79,0xE67E0278,0x000C04090000FFFF,0xE67E2278,0x0000000000000000
80,80,0xE67E0280,0x0000000000000000,0xE67E2280,0x0000000000000000
81,81,0xE67E0288,0x0000000000000000,0xE67E2288,0x0000000000000000
82,82,0xE67E0290,0x001408020000FFFF,0xE67E2290,0x0000000000000000
83,83,0xE67E0298,0x001404010000FFFF,0xE67E2298,0x0000000000000000
84,84,0xE67E02A0,0x000C04050000FFFF,0xE67E22A0,0x0000000000000000
85,85,0xE67E02A8,0x000C04050000FFFF,0xE67E22A8,0x0000000000000000
86,86,0xE67E02B0,0x001408050000FFFF,0xE67E22B0,0x0000000000000000
87,87,0xE67E02B8,0x000C04010000FFFF,0xE67E22B8,0x0000000000000000
88,88,0xE67E02C0,0x0000000000000000,0xE67E22C0,0x0000000000000000
89,89,0xE67E02C8,0x0000000000000000,0xE67E22C8,0x0000000000000000
90,90,0xE67E02D0,0x000C04050000FFFF,0xE67E22D0,0x0000000000000000
91,91,0xE67E02D8,0x000C04050000FFFF,0xE67E22D8,0x0000000000000000
92,92,0xE67E02E0,0x001408050000FFFF,0xE67E22E0,0x0000000000000000
93,93,0xE67E02E8,0x000C04010000FFFF,0xE67E22E8,0x0000000000000000
94,94,0xE67E02F0,0x0000000000000000,0xE67E22F0,0x001103000BDFFC01
95,95,0xE67E02F8,0x0000000000000000,0xE67E22F8,0x001105000BDFFC01
96,96,0xE67E0300,0x0000000000000000,0xE67E2300,0x0000000000000000
97,97,0xE67E0308,0x0000000000000000,0xE67E2308,0x0000000000000000
98,98,0xE67E0310,0x0000000000000000,0xE67E2310,0x0000000000000000
99,99,0xE67E0318,0x0000000000000000,0xE67E2318,0x001200100BD03401
100,100,0xE67E0320,0x0000000000000000,0xE67E2320,0x0000000000000000
101,101,0xE67E0328,0x0000000000000000,0xE67E2328,0x0000000000000000
102,102,0xE67E0330,0x0000000000000000,0xE67E2330,0x0000000000000000
103,103,0xE67E0338,0x0000000000000000,0xE67E2338,0x0000000000000000
104,104,0xE67E0340,0x0000000000000000,0xE67E2340,0x0000000000000000
105,105,0xE67E0348,0x0000000000000000,0xE67E2348,0x0000000000000000
106,106,0xE67E0350,0x0000000000000000,0xE67E2350,0x0000000000000000
107,107,0xE67E0358,0x0000000000000000,0xE67E2358,0x001203000BDFFC01
108,108,0xE67E0360,0x0000000000000000,0xE67E2360,0x001205000BDFFC01
109,109,0xE67E0368,0x0000000000000000,0xE67E2368,0x001200100BD03401
110,110,0xE67E0370,0x000C04010000FFFF,0xE67E2370,0x0000000000000000
111,111,0xE67E0378,0x000C04010000FFFF,0xE67E2378,0x0000000000000000
112,112,0xE67E0380,0x000C04050000FFFF,0xE67E2380,0x0000000000000000
113,113,0xE67E0388,0x000C04050000FFFF,0xE67E2388,0x0000000000000000
114,114,0xE67E0390,0x0000000000000000,0xE67E2390,0x001200100BD03401
